customer_id,first_name,last_name,email,signup_date,marketing_opt_in,country
323,Margaret,Robertson,moralescody@example.org,2024-08-15 09:34:51.511306,True,Australia
324,Thomas,Boyle,greenjoe@example.com,2025-11-05 22:41:23.511306,True,Netherlands
325,Stephanie,Turner,greenmichael@example.org,2025-05-03 21:35:13.511306,True,Netherlands
326,Bryan,Wilson,erik84@example.net,2025-01-20 14:27:40.511306,False,United Kingdom
327,David,Hendricks,michael33@example.org,2025-09-08 10:32:57.511306,False,Australia
328,Timothy,Gibson,robert87@example.net,2024-06-15 02:30:31.511306,True,Germany
329,Laurie,Petersen,erinlarson@example.org,2025-01-03 23:11:25.511306,False,Nigeria
330,Alicia,Rice,christian91@example.org,2025-01-05 14:18:44.511306,True,Brazil
331,Maria,Leach,ashleyhernandez@example.com,2025-09-18 20:07:49.511306,True,Canada
332,Melissa,Ramos,jenniferburns@example.net,2025-10-11 04:07:04.511306,True,United Kingdom
333,Sean,Brown,williambryant@example.org,2024-02-11 02:34:27.511306,True,Brazil
334,Angelica,Chambers,jennifer64@example.org,2024-03-20 07:06:25.511306,True,Australia
335,Julie,Lane,hendersonisabella@example.net,2025-06-04 22:51:08.511306,True,Nigeria
336,Virginia,Michael,andersenthomas@example.com,2024-11-04 02:14:56.511306,False,United States
337,Robert,Mack,ybrooks@example.com,2024-08-28 08:42:37.511306,True,United Kingdom
338,Molly,Knox,qmiller@example.net,2025-06-21 05:19:28.511306,True,India
339,Dean,Dalton,whiteamanda@example.net,2024-06-23 14:47:25.511306,True,Australia
340,David,Irwin,avilatiffany@example.com,2024-11-17 15:01:59.511306,False,Netherlands
341,Emily,Stephens,pmorrow@example.com,2024-06-26 02:28:25.511306,False,Netherlands
342,Michael,Hill,johnsondonna@example.net,2025-07-28 10:15:00.511306,True,Netherlands
343,Katie,Stephenson,allencarlos@example.net,2025-09-10 20:35:15.511306,True,France
344,Arthur,Harper,sanchezbradley@example.com,2025-10-26 22:06:00.511306,False,Brazil
345,Jimmy,Robinson,taylorvictoria@example.org,2023-11-13 17:27:18.511306,False,Netherlands
346,Lisa,Dennis,barbara53@example.com,2025-09-11 01:26:32.511306,True,United States
347,Nancy,Odom,roberthill@example.net,2024-02-09 06:09:52.511306,True,Nigeria
348,Stacy,Hobbs,conniesimmons@example.com,2025-02-13 23:15:42.511306,True,France
349,Brandon,Cooper,ufloyd@example.net,2024-10-05 07:30:56.511306,True,United States
350,Robert,Hernandez,iwhite@example.com,2024-04-14 16:34:53.511306,False,United States
351,John,Perez,lindamelendez@example.net,2025-09-27 13:49:14.511306,True,Nigeria
352,Robert,Butler,paulscott@example.com,2025-03-19 08:57:11.511306,True,France
353,Deborah,Nielsen,christopher30@example.com,2024-06-15 05:30:15.511306,True,Nigeria
354,Nicholas,Jacobs,russojacob@example.net,2024-02-28 21:09:46.511306,True,Netherlands
355,Jennifer,Hansen,vclark@example.com,2025-03-20 06:02:07.511306,True,United States
356,Susan,Smith,suzannewilson@example.com,2024-06-20 01:14:28.511306,False,United States
357,Robin,Dominguez,randyallen@example.com,2023-11-14 18:17:35.511306,True,Germany
358,Kimberly,James,kyle58@example.com,2024-03-26 20:09:12.511306,True,United Kingdom
359,Steven,Lang,ugill@example.org,2023-11-15 04:57:34.511306,False,Canada
360,Nathan,Gutierrez,joycesmith@example.net,2024-03-19 00:41:35.511306,True,Germany
361,Sarah,Riley,mphillips@example.com,2025-04-03 07:11:34.511306,False,Brazil
362,Jerry,Hudson,victorpena@example.net,2024-01-20 01:18:25.511306,False,United States
363,Matthew,Hines,plevy@example.net,2025-01-26 11:31:57.511306,True,United Kingdom
364,Tracy,Jackson,gary87@example.org,2024-09-23 07:48:46.511306,True,Nigeria
365,Sabrina,Weaver,warrenmary@example.org,2025-11-03 10:09:25.511306,True,United Kingdom
366,Sierra,Barnett,gutierrezmegan@example.org,2024-12-25 11:36:34.511306,False,Canada
367,Carlos,Hernandez,williambrooks@example.net,2025-08-01 03:36:06.511306,False,Brazil
368,Dana,Peck,bhopkins@example.org,2024-02-06 02:45:01.511306,False,Germany
369,Amanda,Jenkins,morenojoshua@example.com,2025-01-27 08:17:25.511306,True,United Kingdom
370,Andre,Li,ldrake@example.org,2024-12-16 22:08:49.511306,False,Germany
371,Samantha,Warren,jamesfox@example.com,2024-10-13 16:58:18.511306,True,United Kingdom
372,Joseph,Sanders,susan79@example.org,2025-05-04 05:25:01.511306,True,Brazil
373,Veronica,Perez,valdezmichele@example.org,2024-11-01 10:21:00.511306,False,Germany
374,Clayton,Gray,abrown@example.net,2024-02-20 16:10:55.511306,True,Canada
375,George,Porter,vnewman@example.net,2025-07-15 16:24:57.511306,False,United Kingdom
376,Tiffany,Dickson,hallrachel@example.net,2024-05-07 09:42:47.511306,True,Netherlands
377,Paige,Alvarez,glassgabrielle@example.com,2025-06-23 03:11:39.511306,True,Netherlands
378,Rachel,Elliott,whitemelissa@example.org,2025-08-27 09:58:50.511306,False,Brazil
379,Suzanne,Matthews,thickman@example.org,2025-08-10 22:21:37.511306,True,United Kingdom
380,Anne,Knight,irhodes@example.com,2025-03-02 02:57:02.511306,True,France
381,Patrick,Singh,masonterri@example.org,2025-07-04 12:53:43.511306,True,United Kingdom
382,Connor,Hall,petersonkayla@example.net,2024-09-20 03:39:42.511306,True,United States
383,Randy,Ayala,walterskristen@example.com,2024-11-18 21:18:08.511306,True,United Kingdom
384,Tracy,Kelly,rreynolds@example.net,2025-07-29 08:28:48.511306,True,India
385,Donna,Miller,lauren11@example.com,2025-06-24 07:01:56.511306,False,United States
386,Eric,Dawson,jodistewart@example.org,2025-02-10 07:39:49.511306,True,Brazil
387,Christopher,Hahn,rward@example.org,2025-07-19 04:10:02.511306,True,United States
388,David,Lopez,ghawkins@example.com,2025-02-10 14:37:07.511306,False,Brazil
389,Dakota,Davis,carlsonkristen@example.com,2024-02-02 05:13:13.511306,True,United States
390,Alexander,Gutierrez,hardyanita@example.org,2024-07-18 02:47:18.511306,False,Australia
391,Ashley,Jackson,rjackson@example.com,2025-04-26 09:03:09.511306,True,Brazil
392,Joseph,Thomas,ryanfisher@example.com,2024-08-23 00:57:20.511306,True,Brazil
393,Kirsten,Ward,jennifersimpson@example.net,2025-10-03 08:37:07.511306,True,Brazil
394,James,Rodriguez,adam65@example.net,2024-01-13 22:51:14.511306,True,Nigeria
395,Noah,Atkins,pcook@example.net,2024-08-23 20:01:30.511306,False,Netherlands
396,Derek,Flores,timothythompson@example.com,2024-04-08 22:59:15.511306,True,Canada
397,Tanya,Carter,yfaulkner@example.org,2024-10-30 22:08:43.511306,False,Nigeria
398,Mark,Ramirez,kdiaz@example.org,2024-03-19 08:30:54.511306,False,United Kingdom
399,Brittany,Gardner,bentonsteven@example.net,2024-09-20 07:12:00.511306,True,Brazil
400,Jason,Salinas,fuenteslaura@example.com,2024-03-17 06:00:56.511306,True,Nigeria
401,Emily,Taylor,john26@example.com,2025-04-11 00:01:26.511306,True,France
402,Charles,Ewing,iaguilar@example.net,2024-05-09 18:38:55.511306,True,India
403,Sandra,Kane,ystephens@example.com,2024-05-21 19:05:54.511306,False,Canada
404,Jacqueline,Burnett,rodriguezjohn@example.net,2024-01-25 21:37:11.511306,False,United Kingdom
405,Michael,Holland,hartdeanna@example.net,2025-04-10 06:30:09.511306,False,Australia
406,Reginald,Goodwin,grodriguez@example.com,2023-12-15 23:06:41.511306,False,Netherlands
407,Jeffrey,Burgess,seanmyers@example.net,2024-03-21 08:35:43.511306,True,Canada
408,Brianna,Mason,whitney71@example.com,2024-05-11 09:35:46.511306,False,Canada
409,Robert,Nixon,guerrajessica@example.com,2025-01-28 12:26:27.511306,True,Germany
410,Larry,Gibson,adrianabailey@example.org,2025-02-04 09:04:52.511306,True,India
411,Samuel,Horton,carlos01@example.org,2024-07-04 06:17:34.511306,True,India
412,Melinda,Wong,sarahyang@example.net,2024-05-24 00:14:34.511306,True,Netherlands
413,Greg,Moore,omullen@example.com,2025-02-01 03:39:34.511306,False,Nigeria
414,Crystal,Lopez,vfoster@example.net,2025-04-05 06:03:16.511306,True,Canada
415,Nicole,Cole,tprice@example.org,2024-05-30 08:51:55.511306,True,France
416,Jamie,Goodwin,raylauren@example.net,2023-12-31 10:11:41.511306,True,Brazil
417,Jacob,Nguyen,qwilson@example.com,2025-05-27 14:35:07.511306,False,Australia
418,Allison,Fowler,lcarr@example.org,2024-03-13 21:13:44.511306,True,Canada
419,Michael,Bruce,lisamccarthy@example.com,2024-08-13 03:12:34.511306,False,Canada
420,Samantha,Lawrence,lawrenceallen@example.org,2025-01-27 14:11:22.511306,False,Germany
421,Isaac,Steele,ibarnes@example.net,2025-02-10 23:34:41.511306,False,Nigeria
422,Patrick,Lopez,angelaburns@example.org,2024-01-01 01:17:05.511306,True,Germany
423,Jacob,Wilkinson,glennstephanie@example.com,2024-12-06 13:49:17.511306,True,United States
424,Derrick,Ochoa,fortiz@example.com,2024-09-28 14:27:28.511306,False,Brazil
425,Jennifer,Wallace,christopherjohnson@example.org,2024-04-04 15:51:36.511306,True,India
426,Kelly,Hill,gary79@example.net,2025-10-19 15:54:12.511306,False,India
427,Kendra,Simpson,armstrongjoseph@example.net,2025-02-09 09:15:15.511306,True,United Kingdom
428,Madeline,Richardson,wolfscott@example.org,2023-11-26 20:10:05.511306,True,Canada
429,Veronica,Garcia,kennethkidd@example.com,2025-05-22 09:01:08.511306,True,United Kingdom
430,Jose,Atkins,gonzalesvictoria@example.org,2024-08-28 19:30:08.511306,True,United States
431,Jason,Rojas,michelle96@example.org,2024-07-09 02:08:08.511306,True,Netherlands
432,Christina,Glover,lindahudson@example.net,2025-02-17 13:08:13.511306,True,India
433,Juan,Ryan,tiffany44@example.net,2025-07-11 06:22:02.511306,True,Australia
434,Joseph,Hodge,taylorkaren@example.com,2025-06-17 19:39:32.511306,False,France
435,Samantha,Riddle,jacquelineanderson@example.org,2025-01-19 10:54:26.511306,True,Germany
436,Jennifer,Poole,kburns@example.net,2025-06-14 02:01:01.511306,True,United Kingdom
437,Joseph,Perry,yjones@example.org,2025-04-26 23:58:46.511306,True,Australia
438,Richard,Brady,shawn75@example.net,2025-05-18 05:19:17.511306,False,Australia
439,Aaron,Schroeder,simonstephen@example.net,2025-05-27 11:35:26.511306,True,India
440,Heidi,Horn,brobinson@example.org,2023-12-22 09:59:39.511306,True,Brazil
441,Troy,Morris,matthew92@example.net,2024-07-23 11:26:29.511306,True,United Kingdom
442,Melissa,Kramer,williamsconnie@example.com,2024-10-25 19:37:45.511306,False,United Kingdom
443,Allen,Noble,scottsmith@example.com,2025-06-24 22:57:24.511306,True,Brazil
444,James,Barker,nicoleturner@example.com,2025-05-19 23:10:35.511306,False,Canada
445,Clarence,Ward,watsonrebecca@example.org,2025-10-09 03:46:00.511306,False,India
446,Brett,Garrett,rubendavis@example.org,2025-08-14 17:29:12.511306,False,United Kingdom
447,Aaron,Woods,brittneystone@example.com,2025-02-17 12:11:48.511306,True,United States
448,Albert,Dominguez,mcneilrobert@example.org,2024-05-29 12:22:33.511306,True,France
449,Tim,Perez,crosscurtis@example.com,2025-04-18 01:20:57.511306,False,Australia
450,Michael,Evans,wayala@example.org,2025-03-05 20:04:23.511306,True,Germany
451,Darlene,Byrd,morenoalan@example.net,2024-08-25 23:50:50.511306,False,United States
452,Frank,Bell,courtneyhernandez@example.com,2025-09-08 22:56:07.511306,True,Brazil
453,Christina,Ramos,christophergarcia@example.org,2025-01-28 01:24:52.511306,False,Nigeria
454,Brittany,Cruz,iedwards@example.org,2024-10-19 17:39:07.511306,True,India
455,Joshua,Miller,kimberly04@example.org,2024-11-18 05:45:23.511306,True,United Kingdom
456,April,Hicks,dphillips@example.org,2025-01-14 13:43:26.511306,True,Canada
457,Troy,Rodriguez,elittle@example.net,2025-05-18 21:32:45.511306,True,United Kingdom
458,Pamela,Smith,sarah26@example.net,2024-10-07 21:36:51.511306,True,Netherlands
459,Robert,Payne,kathrynbest@example.org,2025-01-16 16:55:03.511306,True,Brazil
460,Alvin,Jones,jason06@example.net,2025-02-06 12:23:32.511306,False,Brazil
461,Justin,Marquez,zhenderson@example.org,2025-07-29 02:41:09.511306,True,United States
462,Danielle,Medina,joshuacollins@example.net,2024-01-23 10:03:41.511306,True,Australia
463,Samantha,Mccann,amandamyers@example.net,2025-10-02 16:40:30.511306,False,Canada
464,Kathryn,Santos,collinssamuel@example.org,2025-07-22 02:48:13.511306,True,United Kingdom
465,Brian,Miller,nwilson@example.net,2024-07-06 10:20:23.511306,True,Nigeria
466,Brian,Wade,davidzimmerman@example.net,2025-06-09 12:01:45.511306,True,India
467,Alexander,Crawford,alexandra42@example.com,2024-11-21 00:23:41.511306,True,United Kingdom
468,David,Norman,jessica10@example.com,2025-06-16 15:51:48.511306,True,Nigeria
469,Lindsay,Nelson,bakertheresa@example.net,2024-09-24 10:30:00.511306,True,United Kingdom
470,Chris,Gibson,brian92@example.com,2023-12-03 17:37:26.511306,True,Nigeria
471,Eric,Ayala,perezwilliam@example.org,2025-06-04 15:08:16.511306,True,France
472,Michele,Smith,ruizpatrick@example.org,2025-10-28 03:05:54.511306,True,Netherlands
473,Harold,Horne,tranrobin@example.net,2024-08-26 04:44:03.511306,True,Canada
474,Diana,Walker,robertcortez@example.com,2024-01-22 03:18:31.511306,True,India
475,Margaret,Duncan,shawrachel@example.org,2024-02-04 22:29:10.511306,True,United Kingdom
476,Jeffrey,Black,finleycasey@example.com,2025-05-24 06:35:24.511306,True,France
477,Michelle,Ayala,mark87@example.org,2024-04-17 10:04:05.511306,True,Brazil
478,Miguel,Carter,jodi37@example.com,2025-04-10 19:00:52.511306,True,Germany
479,Brittany,Snyder,jessicapayne@example.org,2024-03-28 19:28:10.511306,False,United States
480,Edward,Randolph,hallmichael@example.net,2024-11-11 07:01:17.511306,True,India
481,Natalie,Tapia,blakenicholas@example.net,2025-05-24 15:34:30.511306,True,United Kingdom
482,Jessica,Garcia,robertwoodward@example.org,2024-01-13 22:06:40.511306,True,India
483,Jennifer,Davis,phyllismeyer@example.net,2025-04-29 01:48:24.511306,False,Netherlands
484,Paula,Ellis,carpenterwilliam@example.net,2024-01-21 15:24:47.511306,False,United Kingdom
485,Lori,Jones,grahamtamara@example.org,2025-02-10 03:48:38.511306,True,Brazil
486,Kelly,Rosales,vhaynes@example.com,2024-03-18 06:55:21.511306,True,Canada
487,Louis,Nelson,hardingderek@example.net,2024-03-19 02:36:05.511306,True,United States
488,Daniel,Garcia,aowens@example.org,2024-03-14 05:42:49.511306,True,Canada
489,Amanda,Oconnell,shannonford@example.org,2024-04-20 22:35:52.511306,False,Germany
490,Christopher,Aguirre,margaret90@example.org,2024-10-27 05:44:33.511306,False,United Kingdom
491,Mary,Murphy,dawsontanya@example.com,2024-07-20 17:59:50.511306,True,Australia
492,William,Byrd,lori20@example.com,2024-08-14 15:24:27.511306,True,Netherlands
493,Melissa,Hawkins,codygarcia@example.org,2025-05-06 14:15:06.511306,True,Canada
494,David,Brown,davidcolon@example.com,2025-07-06 07:59:27.511306,True,Netherlands
495,Gina,Pace,aguilarjonathan@example.org,2025-07-18 23:08:33.511306,False,Netherlands
496,Andrew,Brown,flamb@example.com,2023-12-19 11:52:59.511306,True,Netherlands
497,David,Dunlap,jacksonaudrey@example.net,2024-08-05 10:33:25.511306,True,Netherlands
498,Randall,Johnson,nthompson@example.org,2025-01-07 09:21:17.511306,True,India
499,Joshua,Griffin,austinharvey@example.org,2025-08-11 06:42:50.511306,True,France
500,Deborah,Porter,rbrown@example.com,2025-03-15 19:45:57.511306,False,Nigeria
